epoch,train_loss,val_loss,val_roc_auc_score
1,0.5361953306303927,0.4625282883644104,0.856949373666346
2,0.4860755536389304,0.39722201228141785,0.8620407531482526
3,0.4585155701261065,0.4381820261478424,0.8662144681415636
4,0.4357789838925386,0.5794662237167358,0.8474023461253551
5,0.419456716487276,0.518665611743927,0.8628036308556393
6,0.39900770756972614,0.44978898763656616,0.8676904706623769
7,0.3729301343655445,0.5328727960586548,0.8587902307428661
8,0.34709009009411584,0.4026528000831604,0.8573087001227239
9,0.3054329444758991,0.6042430996894836,0.8253783983990625
10,0.26515564553189797,0.6731674671173096,0.8391101971320221
11,0.22733889916210015,0.5622962117195129,0.8452850840823909
12,0.18948804497116298,0.610430896282196,0.8218625272258893
13,0.1628719725456875,0.554111897945404,0.8373522615454355
14,0.12622790178835128,0.760015070438385,0.8233551140446893
15,0.1227955182557797,0.650040328502655,0.8338308622729332
16,0.08931644098682576,0.7360565662384033,0.8214423916768936
