epoch,train_loss,val_loss,val_roc_auc_score
1,0.5605381042474792,0.5240581631660461,0.8274446584740264
2,0.4842798733522022,0.4609595537185669,0.8402641147931066
3,0.4588802283600209,0.40620994567871094,0.8449252670505465
4,0.44370304231369306,0.40761998295783997,0.8406246459069417
5,0.42953057093397967,0.4963065981864929,0.8423139916974834
6,0.41448413033688825,0.5001730918884277,0.842190381029883
7,0.3981739498734001,0.4480980634689331,0.8470317988442403
8,0.3826658474724917,0.5676795244216919,0.8444050721577271
9,0.3712510658901126,0.5074796676635742,0.8386571761142987
10,0.350678479919831,0.4918321371078491,0.8373180605486253
11,0.3341889049976118,0.5084872245788574,0.8357008209808506
12,0.30967547510203625,0.4753875732421875,0.8349334047528301
13,0.29177888738553204,0.5432069897651672,0.8319409965079987
14,0.2711994998925735,0.5556581020355225,0.8293760751552859
15,0.24530812982647193,0.49153465032577515,0.8290773493752511
16,0.2260023664594406,0.5464441776275635,0.8116636965770145
17,0.20464492621018537,0.5572431087493896,0.8224487273251682
