epoch,train_loss,val_loss,val_roc_auc_score
1,0.5775209393293138,0.4917469024658203,0.8108911299045106
2,0.5096370019609966,0.5032908916473389,0.8326569082911855
3,0.484032878800044,0.45184317231178284,0.8378228041079946
4,0.46777110416737816,0.4544363021850586,0.8407070530186754
5,0.4402476740734918,0.496656209230423,0.8374725738831261
6,0.4188265339249656,0.5815061926841736,0.8569515549191895
7,0.3979290137215266,0.4242520332336426,0.8378331049969612
8,0.37160754653196487,0.5010637640953064,0.8360871043171025
9,0.34715168899486937,0.47573322057724,0.821928532432349
10,0.32320383853382534,0.5992769002914429,0.8228195593279701
11,0.2815946088660331,0.6275836229324341,0.8116945992439148
12,0.2519618720407524,0.7632799744606018,0.7977420451384956
13,0.21256630453798506,0.6052564978599548,0.7813584812369307
14,0.18336997453182463,0.6817193627357483,0.7768106387581247
15,0.16728406641927976,0.7083420157432556,0.7973815140246602
16,0.12872658522119598,0.9161791205406189,0.7597266144068233
