epoch,train_loss,val_loss,val_roc_auc_score
1,0.787137602455914,0.5144463181495667,0.7460391168308512
2,0.573613713029772,0.6844874024391174,0.8408681327186086
3,0.5527496887370944,0.5429784059524536,0.8346600771722666
4,0.5218121162615716,0.423313707113266,0.8613331564341549
5,0.49550969479605556,0.47113916277885437,0.8660209846650525
6,0.4840591703541577,0.6039151549339294,0.8609461894811326
7,0.48235231870785356,0.5362229943275452,0.8576403860824572
8,0.47158253425732255,0.4183833599090576,0.8661260185523014
9,0.46672264859080315,0.3528074622154236,0.8664964012073368
10,0.5005477811209857,0.6077857613563538,0.8632348226032925
11,0.47151340544223785,0.4828469753265381,0.8637544639402082
12,0.49464805657044053,0.9581618309020996,0.8281894369078024
13,0.9099171673879027,1.363632321357727,0.807959357413734
14,0.6915557985194027,0.5572853088378906,0.8076553119506452
15,0.600234598852694,0.6735602021217346,0.8238913396795914
16,0.5553671466186643,0.5290482044219971,0.8460977146837374
17,0.5153527143411338,0.4473930299282074,0.8615874490032838
18,0.4974703611806035,0.515680730342865,0.8641027341979282
19,0.6976341041736305,0.6781251430511475,0.8345965040299843
